#{"t_start": 1598502398.0228744, "env_id": "openDSS-v0"}
r,l,t 
-13773.536159,1,271.888863
-5558.094641,1,271.934705
-878.326403,1,271.980589
-3177.227082,1,272.024466
-323.385927,1,272.06838
-1084.548959,1,272.114225
-3240.447593,1,272.156113
-10347.884593,1,272.199001
-1125.37095,1,272.242882
-3523.596221,1,272.28879
-7974.58368,1,272.334667
-1392.321536,1,272.380546
-814.799537,1,272.42742
-3368.639808,1,272.473297
-238.3359,1,272.519142
-1628.529266,1,272.56502
-2862.15564,1,272.608902
-4742.550426,1,272.653814
-510.682951,1,272.698694
-604.879867,1,272.74454
-3169.498741,1,272.790417
-5727.519159,1,272.841282
-1764.265745,1,272.884182
-5386.850464,1,272.931062
-1137.000557,1,272.977916
-5128.446601,1,273.026785
-3857.660569,1,273.075655
-6348.3272,1,273.120535
-6044.975124,1,273.166412
-5367.411954,1,273.213287
-3761.685858,1,273.259165
-57.189145,1,273.303048
-534.79411,1,273.345965
-244.287584,1,273.391809
-6157.092089,1,273.437686
-1245.746889,1,273.482598
-3358.706059,1,273.529442
-5760.208665,1,273.574353
-5234.000075,1,273.620198
-569.239749,1,273.66508
-449.17379,1,273.706003
-4742.656533,1,273.747857
-2338.011079,1,273.790775
-4027.94266,1,273.835623
-10417.768239,1,273.879505
-91.253816,1,273.92242
-134.20479,1,273.961328
-2418.774713,1,274.002208
-1686.944417,1,274.04709
-2654.544277,1,274.092966
-1248.054133,1,274.138813
-145.817966,1,274.1807
-5201.332153,1,274.221593
-1988.342232,1,274.265504
-21.457697,1,274.310385
-3808.546593,1,274.35327
-3240.898341,1,274.397153
-4339.138286,1,274.442006
-79.911978,1,274.484887
-74.734469,1,274.527772
-4317.613039,1,274.571656
-1816.651517,1,274.616534
-3252.81618,1,274.662411
-993.761229,1,274.705297
-4734.774841,1,274.745222
-140.937543,1,274.790071
-507.072511,1,274.834983
-48.518769,1,274.880851
-273.266707,1,274.926737
-5060.661916,1,274.973612
-3288.715099,1,275.019489
-5.924351,1,275.065335
-3580.848653,1,275.111212
-2815.347417,1,275.155095
-2099.778654,1,275.197015
-1948.666218,1,275.243857
-3011.415375,1,275.290731
-6692.986042,1,275.341597
-6389.127128,1,275.39232
-3174.538007,1,275.450205
-1620.281631,1,275.499069
-826.935216,1,275.544949
-1640.073052,1,275.594785
-3118.030431,1,275.647642
-5880.460388,1,275.698506
-2683.254688,1,275.74937
-62.074495,1,275.800234
-5054.876614,1,275.853094
-105.368912,1,275.904954
-4199.738323,1,275.952825
-6024.446118,1,276.002693
-9225.74857,1,276.053558
-3588.582616,1,276.104422
-2617.427922,1,276.166256
-12.784561,1,276.228093
-2079.718479,1,276.283941
-3559.377911,1,276.342784
-571.853724,1,276.394645
-4429.293742,1,276.4485
-714.283095,1,276.500362
-556.472271,1,276.552226
-3674.024116,1,276.607079
-1505.554964,1,276.667915
-9505.66281,1,276.727753
-9164.213581,1,276.784602
-7992.760612,1,276.846437
-4831.375703,1,276.899295
-12597.205141,1,276.958138
-4230.435831,1,277.021968
-59.617264,1,277.074281
-1645.373491,1,277.125178
-4084.818767,1,277.189973
-2680.019973,1,277.235883
-19.004631,1,277.281726
-1944.366077,1,277.327635
-6668.099987,1,277.374478
-3400.323739,1,277.419392
-12283.544982,1,277.465266
-765.950183,1,277.51211
-2318.285662,1,277.558985
-3219.728073,1,277.606856
-1968.861876,1,277.654767
-2549.768583,1,277.701603
-914.407171,1,277.754462
-784.267781,1,277.80732
-1974.535608,1,277.855225
-1844.970035,1,277.906091
-2490.801716,1,277.958949
-3710.928797,1,278.006786
-4136.229555,1,278.052697
-147.698662,1,278.101534
-6450.812738,1,278.146444
-24.704064,1,278.18933
-247.356693,1,278.235208
-667.557904,1,278.281057
-3403.950384,1,278.325934
-484.009022,1,278.367853
-3603.892813,1,278.411705
-270.28214,1,278.455588
-2410.147336,1,278.501486
-7207.107587,1,278.547379
-928.001894,1,278.592222
-4366.944564,1,278.63411
-7310.415711,1,278.679025
-1560.426557,1,278.725897
-2666.761319,1,278.774734
-2897.015266,1,278.822639
-6150.078655,1,278.870565
-2717.927176,1,278.917406
-6179.599203,1,278.962292
-6574.685033,1,279.004209
-861.696821,1,279.047091
-3650.446175,1,279.08898
-3850.871161,1,279.129869
-1018.917713,1,279.172755
-1080.147641,1,279.215641
-2336.180995,1,279.260493
-1233.578812,1,279.307399
-2157.012021,1,279.353273
-22.40149,1,279.39936
-20.347523,1,279.449016
-9191.389065,1,279.493897
-725.64398,1,279.538774
-4222.317232,1,279.584654
-7324.030591,1,279.627511
-44.472474,1,279.671425
-1542.70249,1,279.7173
-4569.290472,1,279.760185
-2547.663141,1,279.806063
-332.803619,1,279.851947
-12.017109,1,279.89782
-4786.794984,1,279.9417
-267.805341,1,279.987577
-803.795365,1,280.034422
-1760.671634,1,280.079332
-11523.715389,1,280.124211
-73.45194,1,280.16909
-2152.456457,1,280.213974
-4381.223307,1,280.261846
-4181.603876,1,280.305726
-3214.554755,1,280.350606
-4826.834759,1,280.395487
-9280.318309,1,280.440373
-7190.831707,1,280.484248
-6702.764752,1,280.531123
-809.112533,1,280.577014
-4460.958395,1,280.620853
-5492.396366,1,280.664767
-3560.406725,1,280.711643
-7772.825441,1,280.757489
-1036.296985,1,280.803395
-5.716962,1,280.848274
-5286.465341,1,280.894154
-4082.176101,1,280.941027
-1066.586965,1,280.98391
-2353.868285,1,281.021809
-10751.555099,1,281.062705
-8176.31743,1,281.108552
-618.412179,1,281.153428
-5503.47189,1,281.195317
-7285.972462,1,281.241225
-10912.523182,1,281.288099
-2539.817585,1,281.337968
-1154.974222,1,281.386838
-1480.103469,1,281.433711
-2258.260123,1,281.481555
-96.008138,1,281.530454
-13.862227,1,281.57733
-1402.863074,1,281.625201
-1908.986305,1,281.671075
-1529.915061,1,281.718917
-1805.607655,1,281.765791
-9097.693955,1,281.808678
-5153.833655,1,281.851596
-8124.416427,1,281.898468
-11759.038159,1,281.946311
-3858.449327,1,281.994184
-4034.937249,1,282.042083
-425.036202,1,282.092947
-5590.26716,1,282.141786
-2300.612461,1,282.19365
-5217.8133,1,282.246536
-2293.9677,1,282.296406
-13386.721752,1,282.341253
-5108.032772,1,282.38816
-59.794712,1,282.434036
-278.287526,1,282.479915
-3308.633538,1,282.52579
-1527.132041,1,282.571673
-8259.204818,1,282.617548
-3833.070065,1,282.670402
-9188.044514,1,282.714289
-8156.370303,1,282.756143
-4711.123425,1,282.799031
-2526.862083,1,282.844936
-2008.141315,1,282.890785
-8397.303687,1,282.93666
-187.042821,1,282.978579
-6591.281503,1,283.023429
-1801.98808,1,283.074021
-2167.564509,1,283.116908
-1633.216423,1,283.160789
-3754.458569,1,283.203976
-4565.903796,1,283.248857
-12802.084861,1,283.293734
-40.185187,1,283.339611
-12768.674809,1,283.383493
-2807.815855,1,283.427377
-5492.789548,1,283.473287
-5771.638673,1,283.518151
-160.346521,1,283.562016
-4663.880785,1,283.60191
-1366.254036,1,283.645793
-6148.499612,1,283.690673
-847.072775,1,283.735584
-3180.119011,1,283.78143
-1223.521091,1,283.824348
-2080.284345,1,283.870194
-10777.684022,1,283.917067
-1087.786093,1,283.96098
-2486.171594,1,284.00583
-4980.683682,1,284.047718
-483.734949,1,284.089606
-1571.173052,1,284.134486
-1433.700774,1,284.179366
-1754.39458,1,284.224277
-1761.755368,1,284.268161
-2650.466547,1,284.313009
-1491.034948,1,284.35792
-4518.390823,1,284.402768
-2004.503743,1,284.448646
-2337.086606,1,284.492529
-1694.230322,1,284.538406
-54.836157,1,284.580324
-2147.322643,1,284.625175
-4610.02533,1,284.670087
-2944.376859,1,284.713937
-526.105716,1,284.757819
-4941.053964,1,284.800704
-824.666423,1,284.846586
-8584.354449,1,284.888503
-2959.697424,1,284.931355
-11005.198757,1,284.973276
-109.462444,1,285.017159
-4436.376632,1,285.063034
-1095.731382,1,285.108881
-2727.383976,1,285.151797
-180.854649,1,285.197643
-157.535195,1,285.245547
-1241.127443,1,285.289398
-784.694022,1,285.334278
-4289.003842,1,285.378184
-2936.056306,1,285.424046
-5.951963,1,285.469915
-1461.667253,1,285.514827
-2813.282651,1,285.563666
-1372.400259,1,285.608578
-984.632607,1,285.654422
-2288.881958,1,285.697308
-3034.416995,1,285.743186
-4505.394701,1,285.786101
-3411.828819,1,285.829984
-1486.910041,1,285.875861
-3192.229254,1,285.921707
-6361.835574,1,285.962598
-329.989454,1,286.00352
-3645.368992,1,286.04441
-2657.462555,1,286.086267
-2661.297698,1,286.130189
-319.903611,1,286.176059
-211.082401,1,286.222904
-5908.84205,1,286.26878
-5870.123699,1,286.313692
-8076.450859,1,286.359536
-1761.163411,1,286.404417
-5574.624563,1,286.450294
-8.082373,1,286.494191
-1282.85047,1,286.540085
-1417.165389,1,286.585963
-7408.367366,1,286.632807
-4155.280918,1,286.677724
-2448.515015,1,286.720604
-3184.405936,1,286.764486
-4753.817282,1,286.810331
-1695.140274,1,286.856209
-2480.803227,1,286.903084
-6117.404254,1,286.946967
-3921.020734,1,286.990849
-4507.541511,1,287.036727
-6166.623419,1,287.081606
-1039.22904,1,287.127487
-274.931925,1,287.169377
-4741.68714,1,287.213254
-174.286828,1,287.257168
-2849.961476,1,287.303014
-7814.064344,1,287.347894
-1859.982159,1,287.390812
-435.788552,1,287.434662
-7205.105347,1,287.477578
-1081.980085,1,287.522459
-404.517864,1,287.568305
-5852.792233,1,287.611223
-594.418866,1,287.653078
-8438.783208,1,287.695995
-9488.505648,1,287.740875
-9068.082188,1,287.78672
-17.320017,1,287.831632
-2325.624093,1,287.878475
-3502.982208,1,287.922358
-4928.577586,1,287.964246
-4219.766443,1,288.007164
-58.07299,1,288.051047
-1473.348694,1,288.09789
-258.712525,1,288.142807
-65.515852,1,288.187648
-37.73496,1,288.23951
-1467.093925,1,288.286387
-9727.584151,1,288.331295
-2942.560273,1,288.372583
-5250.34805,1,288.414464
-3634.976003,1,288.45735
-927.940113,1,288.502198
-496.213626,1,288.548108
-8656.623425,1,288.593955
-8008.79426,1,288.637869
-247.699534,1,288.682748
-64.032018,1,288.726632
-10.127508,1,288.771511
-988.755709,1,288.815435
-3478.03785,1,288.859286
-777.269672,1,288.903203
-860.330057,1,288.949047
-1377.179229,1,288.994924
-5104.965802,1,289.037841
-1434.272017,1,289.079696
-7820.780756,1,289.121584
-338.711946,1,289.16048
-5166.942858,1,289.203366
-997.071502,1,289.249275
-1769.189785,1,289.295154
-4367.539699,1,289.340998
-4448.760621,1,289.386877
-3381.946384,1,289.431755
-3242.534242,1,289.477668
-824.497013,1,289.521548
-6428.627017,1,289.565399
-384.01898,1,289.61128
-1630.474173,1,289.657154
-6083.30729,1,289.700069
-1947.5239,1,289.744918
-3817.632384,1,289.789831
-3781.435288,1,289.833712
-5081.740837,1,289.877564
-3358.071759,1,289.921447
-8453.621867,1,289.963372
-7986.79011,1,290.004246
-2846.92016,1,290.048107
-118.706488,1,290.100966
-7645.397997,1,290.143883
-4781.151726,1,290.192721
-2085.860299,1,290.248572
-5077.210603,1,290.296443
-205.97912,1,290.344316
-2908.027449,1,290.392187
-5272.339061,1,290.438065
-2964.104542,1,290.482976
-6288.513463,1,290.528822
-9623.464888,1,290.574698
-8825.136625,1,290.625563
-6291.854036,1,290.668449
-6242.705537,1,290.71333
-3898.328937,1,290.758209
-791.170214,1,290.803089
-406.845068,1,290.848967
-2907.000775,1,290.891884
-5906.77487,1,290.935734
-1730.649596,1,290.980615
-8.985841,1,291.025495
-6013.35377,1,291.070405
-1349.81479,1,291.114277
-8203.843915,1,291.160134
-8358.640204,1,291.204017
-7371.662648,1,291.249894
-6.722883,1,291.294774
-7760.470719,1,291.338656
-6809.675984,1,291.38254
-1872.388818,1,291.426455
-4114.77763,1,291.471303
-327.923337,1,291.516184
-410.59156,1,291.562058
-3825.555599,1,291.607938
-908.26577,1,291.651819
-287.535588,1,291.693708
-3898.400327,1,291.736593
-2186.671814,1,291.7795
-13128.709481,1,291.823361
-4626.349338,1,291.868246
-5201.912652,1,291.913152
-3069.031253,1,291.958998
-1763.908443,1,292.004875
-1919.211953,1,292.049787
-5252.934897,1,292.095666
-2914.891128,1,292.140522
-10.151803,1,292.184427
-2238.681672,1,292.227311
-3958.777504,1,292.272194
-1163.083906,1,292.317042
-2669.126607,1,292.363916
-4431.109399,1,292.406803
-552.995425,1,292.450683
-297.194956,1,292.4936
-254.074367,1,292.538448
-8450.43511,1,292.582364
-6001.539354,1,292.629206
-179.622297,1,292.673089
-6486.124759,1,292.716006
-2095.084426,1,292.75889
-4976.622383,1,292.803739
-4650.72645,1,292.849617
-20.98794,1,292.893501
-854.949268,1,292.936387
-257.699636,1,292.980268
-3246.264717,1,293.025147
-11601.980589,1,293.068063
-3730.398825,1,293.108956
-2113.006066,1,293.153803
-3851.477513,1,293.199681
-1339.58281,1,293.244561
-274.527968,1,293.287446
-3706.00731,1,293.329572
-14343.497092,1,293.373455
-5819.286,1,293.419354
-2641.598879,1,293.46524
-2247.482189,1,293.508116
-9166.877208,1,293.553696
-5326.01928,1,293.596617
-2834.782773,1,293.638475
-4291.875358,1,293.681361
-6.644758,1,293.725241
-2691.175654,1,293.769125
-4978.783974,1,293.812042
-4447.85945,1,293.855893
-289.725345,1,293.901771
-1519.250076,1,293.94665
-805.08034,1,293.991531
-999.88651,1,294.034415
-327.878393,1,294.078328
-2731.206155,1,294.124177
-8072.396466,1,294.16909
-8104.875504,1,294.213088
-13846.561723,1,294.259994
-4535.575534,1,294.304874
-3520.005703,1,294.35072
-5764.496342,1,294.393605
-5734.874385,1,294.432533
-413.196464,1,294.475387
-3124.361904,1,294.518272
-3682.7194,1,294.559162
-693.176353,1,294.598059
-4626.536308,1,294.638983
-3359.646075,1,294.684827
-3250.158274,1,294.729738
-7048.619479,1,294.777611
-54.326776,1,294.821461
-44.577487,1,294.860359
-7111.526198,1,294.902269
-2699.629341,1,294.946128
-2251.030682,1,294.990013
-7944.131238,1,295.032929
-4014.093575,1,295.075813
-11030.134711,1,295.119665
-2325.909809,1,295.163547
-5560.282756,1,295.209455
-3154.490488,1,295.254334
-6565.894572,1,295.296223
-6377.23232,1,295.340075
-366.558938,1,295.385952
-4737.295406,1,295.43183
-62.478329,1,295.475743
-457.387555,1,295.520593
-2533.476813,1,295.564475
-18721.353031,1,295.608388
-3249.070887,1,295.653237
-3364.025761,1,295.696125
-3919.502503,1,295.741004
-9108.051523,1,295.787879
-5122.472257,1,295.835751
-386.628588,1,295.882656
-11.687395,1,295.930496
-211.237069,1,295.97438
-2341.480519,1,296.017263
-1925.383389,1,296.060549
-2656.077215,1,296.10546
-2017.437508,1,296.150342
-12934.446195,1,296.196218
-3976.207056,1,296.239074
-10722.486863,1,296.285977
-1005.936149,1,296.331867
-272.721187,1,296.375707
-1352.845793,1,296.421615
-6275.461227,1,296.469455
-793.776313,1,296.513372
-1902.05877,1,296.560242
-915.482737,1,296.603217
-4881.157314,1,296.645104
-3222.258354,1,296.68799
-92.707771,1,296.732869
-10283.638568,1,296.783701
-8164.802323,1,296.828614
-20.433824,1,296.873464
-3664.00774,1,296.919371
-7797.365615,1,296.971232
-2807.02992,1,297.015115
-2023.561412,1,297.060994
-4034.130725,1,297.119804
-3381.487263,1,297.16272
-3238.765385,1,297.207569
-3149.833561,1,297.254491
-6952.218472,1,297.298405
-304.004609,1,297.344283
-1917.025132,1,297.388134
-4253.923574,1,297.434011
-138.858933,1,297.478987
-5.972917,1,297.523899
-5.875791,1,297.567779
-1203.259086,1,297.611631
-2015.264831,1,297.653553
-14453.434446,1,297.697403
-6513.356214,1,297.742281
-39.503585,1,297.787193
-8178.191268,1,297.834037
-3988.763024,1,297.878916
-8538.433821,1,297.924794
-2280.525266,1,297.968707
-3518.547673,1,298.012559
-6556.712468,1,298.054447
-3808.551957,1,298.09833
-4129.533317,1,298.142212
-8731.769855,1,298.186094
-3345.892881,1,298.229011
-8.483979,1,298.27386
-1608.557035,1,298.317892
-2094.272955,1,298.362803
-411.167965,1,298.408649
-549.350672,1,298.452533
-3722.149452,1,298.496414
-5049.24544,1,298.541325
-6386.582091,1,298.587173
-7700.318333,1,298.632083
-4376.721463,1,298.672942
-4826.890065,1,298.712867
-282.600634,1,298.758713
-3227.468208,1,298.803627
-258.567098,1,298.848473
-8202.444065,1,298.891359
-8658.365894,1,298.935241
-1727.659498,1,298.976163
-2193.832657,1,299.021013
-5644.811076,1,299.065924
-3376.519384,1,299.109775
-1563.076977,1,299.154657
-123.497754,1,299.196572
-7139.948943,1,299.236474
-42.433698,1,299.277891
-2975.559105,1,299.324765
-1835.520333,1,299.371168
-1053.16281,1,299.417015
-1700.777131,1,299.462893
-5389.350897,1,299.50877
-2671.607196,1,299.553649
-658.249503,1,299.598561
-2588.63723,1,299.643441
-1258.519256,1,299.686868
-9.141318,1,299.731779
-3738.354069,1,299.777625
-3917.896324,1,299.824499
-7755.6327,1,299.867419
-7936.748131,1,299.910269
-6882.45972,1,299.950163
-865.60362,1,299.992051
-7.097716,1,300.036932
-1259.957345,1,300.081843
-3843.025447,1,300.130702
-25.526548,1,300.176592
-2479.686116,1,300.223433
-885.603849,1,300.268343
-465.583902,1,300.314221
-1090.241598,1,300.358078
-556.846851,1,300.400989
-631.307584,1,300.44484
-3997.718613,1,300.488724
-1092.230821,1,300.533641
-574.762118,1,300.576519
-3372.137282,1,300.618376
-2445.744741,1,300.659267
-11117.277178,1,300.699191
-2472.242877,1,300.742046
-61.369035,1,300.782968
-10153.932382,1,300.826819
-322.140251,1,300.872697
-4397.475266,1,300.918573
-2800.501266,1,300.964452
-1090.25662,1,301.009365
-9.752731,1,301.061266
-1573.247778,1,301.103153
-1927.022365,1,301.147039
-2534.611755,1,301.192914
-6102.398503,1,301.237824
-514.773276,1,301.279684
-5605.923952,1,301.324594
-791.630611,1,301.370472
-8334.01571,1,301.413325
-1566.415349,1,301.45624
-8.664395,1,301.498137
-116.902053,1,301.54
-7267.114676,1,301.585895
-5518.110704,1,301.631742
-2381.806025,1,301.672671
-4619.468555,1,301.715548
-2281.237436,1,301.757406
-1044.950091,1,301.798295
-225.591105,1,301.842181
-4226.511439,1,301.888088
-774.269518,1,301.934961
-5.857057,1,301.980838
-1631.248384,1,302.023696
-4127.187205,1,302.066805
-6650.743048,1,302.10969
-1647.345266,1,302.153606
-5983.395033,1,302.198454
-15493.902706,1,302.242336
-4833.130595,1,302.285252
-4580.929958,1,302.331099
-4586.640287,1,302.376494
-1310.497576,1,302.419408
-4735.513494,1,302.463293
-9206.293214,1,302.510134
-877.80168,1,302.554048
-7991.508429,1,302.597901
-2241.179974,1,302.640816
-1900.580102,1,302.685665
-4881.638518,1,302.728583
-13.05966,1,302.772434
-9551.846936,1,302.816316
-6573.958949,1,302.861195
-2693.326664,1,302.902117
-2736.015873,1,302.942977
-4638.681324,1,302.98487
-69.291873,1,303.027781
-439.712174,1,303.073659
-1595.849182,1,303.120503
-1806.942556,1,303.163418
-5159.054911,1,303.210263
-444.094699,1,303.253149
-134.23895,1,303.294069
-510.699707,1,303.338951
-3920.039451,1,303.384796
-4776.362361,1,303.429676
-3201.366593,1,303.472564
-3180.542639,1,303.518439
-4883.327646,1,303.563337
-130.257775,1,303.609229
-4947.906364,1,303.654108
-934.144295,1,303.699953
-7163.132208,1,303.74299
-285.127737,1,303.785907
-9471.663811,1,303.830791
-3804.770952,1,303.87763
-8909.61038,1,303.923542
-371.60318,1,303.968422
-4976.652136,1,304.011273
-10045.155955,1,304.062137
-92.254145,1,304.104025
-6681.890612,1,304.147908
-4036.443087,1,304.193785
-6949.376022,1,304.236701
-922.598124,1,304.282549
-1902.733899,1,304.328425
-8623.658441,1,304.371341
-399.252435,1,304.414229
-9.434852,1,304.460074
-508.378599,1,304.504955
-5123.130574,1,304.552825
-2425.302956,1,304.5997
-2585.928821,1,304.645577
-3991.784684,1,304.691454
-3526.441558,1,304.736366
-5.99362,1,304.781215
-8358.884415,1,304.827094
-672.344669,1,304.871972
-5496.811696,1,304.914857
-5.849799,1,304.958772
-2684.038877,1,305.004648
-2042.623395,1,305.049534
-1409.772845,1,305.094377
-8929.696826,1,305.13461
-3359.413809,1,305.174504
-1151.031463,1,305.218417
-822.553667,1,305.26227
-1935.657816,1,305.306156
-4218.422561,1,305.350035
-7663.832081,1,305.395913
-2166.168269,1,305.440824
-4123.299879,1,305.485672
-4041.892813,1,305.529554
-1933.994919,1,305.57244
-536.738478,1,305.616354
-1915.830078,1,305.661203
-269.733003,1,305.707079
-1799.418857,1,305.752957
-6153.765219,1,305.799857
-2130.004004,1,305.843746
-300.274467,1,305.888594
-5099.187018,1,305.932478
-338.285389,1,305.971374
-15136.331923,1,306.016254
-3548.184686,1,306.060168
-8119.598461,1,306.106014
-9174.91848,1,306.152889
-227.219789,1,306.199764
-5678.216264,1,306.247634
-1328.333784,1,306.292546
-805.132455,1,306.338392
-1997.840539,1,306.384269
-5113.566411,1,306.431144
-836.842723,1,306.476172
-2532.562825,1,306.522081
-4377.338178,1,306.566929
-241.652585,1,306.610843
-12649.317009,1,306.655693
-4495.943974,1,306.699606
-638.780813,1,306.746482
-3189.782412,1,306.79532
-3041.617181,1,306.841197
-6733.895781,1,306.888102
-29.759934,1,306.934946
-5792.182737,1,306.979829
-849.728948,1,307.025703
-3813.33802,1,307.069585
-1675.740112,1,307.116462
-878.847785,1,307.163367
-9250.107893,1,307.208245
-4931.451787,1,307.254093
-3796.722682,1,307.297976
-2108.833092,1,307.341857
-819.593674,1,307.386768
-672.741952,1,307.432615
-3169.775099,1,307.479124
-1069.998028,1,307.524614
-2534.394636,1,307.570458
-3411.114172,1,307.618331
-9458.66017,1,307.665239
-944.440107,1,307.713111
-5546.061087,1,307.76095
-5078.240715,1,307.808855
-4151.570191,1,307.858234
-1854.470748,1,307.906105
-997.622862,1,307.95298
-100.344573,1,308.002847
-45.225259,1,308.049752
-3323.935912,1,308.100585
-3923.883518,1,308.145466
-7863.775052,1,308.189379
-5158.95791,1,308.238218
-3577.905627,1,308.279109
-2757.856122,1,308.322025
-1176.760545,1,308.366874
-7578.114013,1,308.410757
-258.25031,1,308.456635
-4697.452352,1,308.502544
-7636.11325,1,308.549387
-8749.553392,1,308.594297
-7471.091238,1,308.636155
-1083.519456,1,308.675053
-8919.011487,1,308.717937
-1395.770436,1,308.762847
-6755.390938,1,308.808695
-4814.651145,1,308.848623
-7796.192061,1,308.888479
-7150.21432,1,308.933359
-6205.603473,1,308.979238
-1629.554559,1,309.024117
-272.616163,1,309.070999
-2464.41171,1,309.116879
-4010.12767,1,309.162778
-7554.242262,1,309.210331
-3084.842143,1,309.256241
-1865.415677,1,309.302117
-240.226487,1,309.346997
-5066.58868,1,309.391846
-15166.053999,1,309.436726
-1098.622647,1,309.478644
-631.053182,1,309.521499
-4590.879855,1,309.564385
-225.843461,1,309.607271
-96.520353,1,309.652149
-3466.75592,1,309.697061
-1359.95934,1,309.740911
-227.949597,1,309.784796
-5956.966252,1,309.827681
-5413.373649,1,309.871562
-10036.228747,1,309.916518
-3437.472193,1,309.959404
-2779.384576,1,310.004253
-2245.924025,1,310.047171
-4396.675999,1,310.090055
-3390.12862,1,310.131912
-261.16726,1,310.177821
-5151.086361,1,310.219723
-499.277849,1,310.261566
-6621.317651,1,310.30149
-153.563304,1,310.343379
-1938.098875,1,310.388266
-72.249797,1,310.43414
-5289.040366,1,310.47702
-4723.89494,1,310.520903
-880.603501,1,310.563908
-630.967559,1,310.607829
-87.492583,1,310.653668
-1615.90563,1,310.699547
-219.180551,1,310.745455
-6871.783251,1,310.78834
-1637.743613,1,310.833189
-4482.468872,1,310.879098
-282.731542,1,310.924945
-1937.2266,1,310.970853
-497.484791,1,311.016699
-1925.493031,1,311.06161
-4022.396196,1,311.107487
-6556.619083,1,311.15899
-1188.807183,1,311.201847
-1586.763685,1,311.251712
-6568.469345,1,311.294629
-13647.406814,1,311.33848
-5179.452293,1,311.382363
-1672.764376,1,311.42724
-2154.168781,1,311.46916
-6706.59584,1,311.514012
-5601.809603,1,311.559889
-6285.205262,1,311.603804
-502.354034,1,311.645658
-6891.866623,1,311.686581
-1738.125788,1,311.732455
-779.422629,1,311.776309
-2169.142568,1,311.820193
-7.886093,1,311.863077
-5176.653037,1,311.907986
-5032.025306,1,311.95302
-456.814912,1,311.996876
-5180.932352,1,312.039225
-4042.924927,1,312.083107
-5129.925555,1,312.129005
-92.738531,1,312.173895
-887.693455,1,312.219775
-3126.515923,1,312.264652
-316.220869,1,312.307085
-2238.843052,1,312.351965
-6683.300059,1,312.397882
-980.026193,1,312.440728
-5200.811828,1,312.485648
-6865.246625,1,312.529078
-865.186745,1,312.571965
-45.63718,1,312.614822
-1509.693161,1,312.65973
-2141.370313,1,312.703616
-3772.090207,1,312.746496
-6716.583058,1,312.788386
-5168.658237,1,312.831241
-8069.392261,1,312.874156
-583.374729,1,312.916023
-1898.665092,1,312.962888
-2038.467485,1,313.006771
-98.519625,1,313.050685
-205.178547,1,313.092574
-11.298655,1,313.135458
-1089.304779,1,313.176317
-10868.472679,1,313.217209
-2958.755588,1,313.261109
-2524.636001,1,313.306527
-131.995462,1,313.350444
-56.415249,1,313.396319
-271.499576,1,313.441201
-3269.693167,1,313.487055
-2232.930163,1,313.53396
-1848.329017,1,313.5788
-3842.19513,1,313.623679
-1370.901648,1,313.667562
-6876.572498,1,313.707456
-6925.055931,1,313.752369
-3002.703923,1,313.796249
-1643.136716,1,313.842128
-2240.399717,1,313.886976
-84.363294,1,313.932852
-4888.305035,1,313.978731
-361.33657,1,314.023644
-1978.812084,1,314.068524
-337.407945,1,314.114368
-4105.990003,1,314.159248
-2017.638175,1,314.202163
-1454.403123,1,314.251001
-7204.869063,1,314.294927
-6859.506701,1,314.340793
-5.857132,1,314.385673
-270.434962,1,314.424538
-4901.002236,1,314.466427
-4093.780093,1,314.510342
-3181.47339,1,314.555221
-1806.480544,1,314.597108
-47.491556,1,314.639992
-863.762991,1,314.683008
-423.46985,1,314.726923
-4409.712103,1,314.771806
-6312.114871,1,314.817692
-1672.658371,1,314.862541
-16164.747684,1,314.909436
-1683.935618,1,314.954283
-4613.215831,1,315.001189
-3133.241985,1,315.047036
-4187.057685,1,315.088954
-70.646858,1,315.131808
-3260.570634,1,315.176731
-418.749272,1,315.23254
-3668.373352,1,315.278419
-4407.530405,1,315.323332
-4307.973474,1,315.370205
-5705.388702,1,315.41206
-1730.33075,1,315.453947
-14588.512033,1,315.497862
-11407.995754,1,315.541713
-5.826116,1,315.585605
-8526.415667,1,315.631503
-8612.790074,1,315.674359
-4309.981058,1,315.716247
-2108.111301,1,315.75715
-1531.126455,1,315.80102
-1892.199555,1,315.843936
-2889.542015,1,315.885825
-2248.343914,1,315.929706
-3515.034413,1,315.972601
-5538.118936,1,316.019596
-812.169614,1,316.06351
-4691.452122,1,316.108359
-11091.216843,1,316.152273
-314.727677,1,316.196165
-1238.677006,1,316.242032
-7395.877374,1,316.28389
-1097.645757,1,316.327772
-5.761925,1,316.371695
-8191.805301,1,316.415576
-879.687969,1,316.459451
-5396.315299,1,316.502306
-837.966762,1,316.549214
-3076.168382,1,316.592097
-2189.710939,1,316.637974
-19.103308,1,316.680828
-3713.40403,1,316.72475
-439.880093,1,316.767627
-1229.174769,1,316.810482
-4050.634017,1,316.855402
-1637.963941,1,316.902268
-4750.838866,1,316.946151
-3381.643256,1,316.989036
-112.500017,1,317.033915
-2565.217995,1,317.077806
-3974.580433,1,317.12165
-1358.275576,1,317.166561
-5431.260561,1,317.211441
-1097.824263,1,317.257319
-2680.637254,1,317.304203
-4686.352806,1,317.349079
-1777.779863,1,317.392976
-586.509985,1,317.433867
-47.692094,1,317.474788
-7731.637292,1,317.516677
-6338.052947,1,317.557567
-4692.134084,1,317.600453
