#{"t_start": 1598502398.0228744, "env_id": "openDSS-v0"}
r,l,t 
-4216.772861,1,164.348084
-3889.779462,1,164.391967
-3100.097911,1,164.432994
-10183.870529,1,164.474883
-7568.270542,1,164.520793
-4660.283336,1,164.567636
-217.079962,1,164.614542
-987.827502,1,164.659422
-6039.874493,1,164.705299
-3833.96674,1,164.751175
-212.23089,1,164.797052
-1071.99119,1,164.841943
-6.103475,1,164.886811
-5406.001259,1,164.926674
-4059.696056,1,164.968603
-8899.781863,1,165.011478
-233.845665,1,165.072317
-3200.840784,1,165.118194
-4936.148073,1,165.172057
-2227.095078,1,165.216897
-1010.11018,1,165.260811
-5898.48635,1,165.303699
-4352.34322,1,165.348547
-1425.132871,1,165.394424
-1519.942843,1,165.440302
-3895.5378,1,165.488173
-3288.871839,1,165.535048
-2517.976051,1,165.580372
-2690.488563,1,165.626254
-4669.127909,1,165.671166
-5484.779166,1,165.717011
-9952.62063,1,165.763886
-1005.081625,1,165.807769
-6914.422499,1,165.852649
-8732.395578,1,165.898527
-440.070156,1,165.943438
-354.058141,1,165.991308
-3475.51706,1,166.037157
-6384.978319,1,166.079074
-5.903689,1,166.130908
-3975.264271,1,166.179807
-3559.697911,1,166.231668
-4065.334019,1,166.2825
-1553.864244,1,166.330371
-960.363106,1,166.378249
-3169.951895,1,166.422126
-3098.875549,1,166.465012
-5964.650162,1,166.510921
-748.621093,1,166.557764
-7026.780618,1,166.601649
-1445.316561,1,166.654505
-278.948999,1,166.698387
-2129.330161,1,166.744265
-1712.396069,1,166.790142
-1960.90009,1,166.83602
-845.408484,1,166.881898
-5252.518783,1,166.926777
-10734.381248,1,166.972655
-6160.083408,1,167.018532
-4885.887662,1,167.063412
-4631.781543,1,167.108291
-5282.751023,1,167.153204
-1301.013527,1,167.199085
-190.086093,1,167.241966
-2468.875978,1,167.287813
-347.338227,1,167.333688
-9894.695867,1,167.378575
-8935.762867,1,167.424478
-195.308068,1,167.471322
-5320.801528,1,167.516232
-2739.872442,1,167.561082
-3426.604832,1,167.605961
-2617.787571,1,167.65187
-5239.033836,1,167.697724
-3042.609805,1,167.743624
-7233.893373,1,167.787476
-116.217261,1,167.83139
-7012.429426,1,167.877236
-212.968216,1,167.921118
-7608.497733,1,167.964035
-2230.878965,1,168.008884
-1136.461197,1,168.049774
-5530.406007,1,168.093657
-1650.070984,1,168.140531
-96.247322,1,168.184416
-3752.017502,1,168.229325
-2067.285571,1,168.278166
-1869.116924,1,168.327034
-184.506972,1,168.371944
-5022.49543,1,168.417822
-8785.418182,1,168.463698
-2077.650204,1,168.510543
-1694.778425,1,168.556451
-6041.383255,1,168.600324
-1003.408942,1,168.645217
-3604.812634,1,168.691059
-4439.350482,1,168.735976
-2943.673048,1,168.780819
-3841.465754,1,168.823704
-1823.138282,1,168.86659
-8008.688063,1,168.909475
-1487.107902,1,168.953358
-300.287105,1,168.993251
-558.328111,1,169.033144
-10746.287153,1,169.078025
-900.712058,1,169.123902
-6644.678029,1,169.169779
-652.261959,1,169.216654
-639.748475,1,169.262532
-1787.572263,1,169.308409
-21.953628,1,169.353289
-11428.947106,1,169.394179
-680.079938,1,169.436068
-717.595691,1,169.487072
-6.383592,1,169.530988
-5360.081443,1,169.575868
-1213.954675,1,169.621744
-6503.599201,1,169.665629
-4584.210812,1,169.708482
-954.247355,1,169.753361
-258.361878,1,169.799239
-8.064247,1,169.844119
-5.880504,1,169.889033
-4529.916012,1,169.933913
-6279.801989,1,169.979756
-1213.779887,1,170.025669
-5.93381,1,170.067522
-7896.442406,1,170.110408
-1049.804907,1,170.156315
-7782.16446,1,170.202162
-27.643573,1,170.249036
-7808.385854,1,170.294913
-478.773367,1,170.341821
-4927.900421,1,170.390657
-8021.594526,1,170.438561
-4888.38688,1,170.484441
-436.7434,1,170.530284
-5868.526292,1,170.587132
-1673.492634,1,170.631015
-11181.68735,1,170.675928
-5907.467447,1,170.721773
-3194.338186,1,170.766687
-9208.646088,1,170.812529
-5.717877,1,170.858407
-6161.141497,1,170.903317
-1211.323337,1,170.949164
-704.116702,1,170.995041
-3810.896563,1,171.040918
-7388.643901,1,171.085832
-1015.169368,1,171.131707
-6.264035,1,171.176587
-4077.338485,1,171.220439
-2278.222591,1,171.26535
-142.195648,1,171.312193
-5712.415478,1,171.357073
-210.822752,1,171.399991
-6.205842,1,171.441878
-6400.555606,1,171.483736
-7383.836862,1,171.526644
-9744.636169,1,171.5715
-332.908064,1,171.616412
-8514.572057,1,171.662257
-20894.344092,1,171.706172
-601.123142,1,171.750022
-14.360365,1,171.794937
-932.674893,1,171.83881
-674.80726,1,171.883699
-16439.364112,1,171.927579
-1783.437732,1,171.973425
-3596.484658,1,172.01834
-3279.675933,1,172.062188
-1706.727483,1,172.106071
-11419.202096,1,172.149985
-1451.278608,1,172.193867
-15560.72935,1,172.240711
-18.214521,1,172.283628
-4302.951452,1,172.327478
-1320.309116,1,172.371362
-3362.909744,1,172.416274
-343.971395,1,172.45813
-3372.368986,1,172.502012
-14471.737277,1,172.546923
-2588.886445,1,172.592769
-6434.192979,1,172.63868
-5.784545,1,172.680535
-2950.40193,1,172.726412
-1120.154153,1,172.772323
-17.734183,1,172.818166
-8034.333238,1,172.866041
-3679.306505,1,172.91095
-9655.524648,1,172.956796
-6201.414772,1,173.001676
-63.65397,1,173.047553
-5931.636793,1,173.093431
-3122.307406,1,173.138342
-242.742057,1,173.185186
-6276.348068,1,173.230096
-6711.715058,1,173.275974
-10834.154108,1,173.321821
-864.654071,1,173.366731
-6757.724111,1,173.412582
-7846.516345,1,173.457456
-9982.353081,1,173.50134
-2577.327291,1,173.545224
-12625.902848,1,173.590102
-7755.596263,1,173.635979
-433.741216,1,173.681857
-3366.464931,1,173.734717
-8425.973584,1,173.782588
-6301.456128,1,173.823478
-4895.661251,1,173.86743
-8583.352447,1,173.915302
-2232.067912,1,173.963175
-5899.673247,1,174.010048
-12494.842954,1,174.055958
-4896.70501,1,174.102835
-135.742508,1,174.150672
-4595.583025,1,174.200572
-5506.414085,1,174.254432
-645.194396,1,174.311244
-10523.373721,1,174.379063
-3999.091751,1,174.46284
-632.482094,1,174.529694
-17.139788,1,174.594523
-12130.376341,1,174.658315
-3364.566786,1,174.719153
-37.973494,1,174.78797
-223.778595,1,174.856786
-3529.11968,1,174.924603
-1000.644026,1,174.986438
-9.980989,1,175.054257
-479.498612,1,175.118086
-4944.041117,1,175.193885
-39.790591,1,175.269681
-4793.285168,1,175.337498
-1191.906257,1,175.403324
-1311.410874,1,175.472143
-1479.845886,1,175.540957
-2266.904992,1,175.601794
-1122.809794,1,175.672602
-9866.343421,1,175.744412
-144.850903,1,175.808243
-80.016339,1,175.871075
-6012.530708,1,175.92792
-4157.866969,1,175.982775
-3541.734574,1,176.031643
-7456.967276,1,176.07752
-46.94793,1,176.123397
-146.881557,1,176.172269
-5859.494459,1,176.22014
-311.152897,1,176.265056
-286.987124,1,176.313922
-391.373471,1,176.362758
-7919.059953,1,176.409631
-3014.391813,1,176.459499
-11059.111061,1,176.508369
-6174.275578,1,176.557271
-105.611101,1,176.60614
-4512.912816,1,176.655974
-874.913967,1,176.704844
-2634.344866,1,176.751719
-8402.909559,1,176.798593
-2982.614689,1,176.848459
-49.811146,1,176.896332
-1112.146249,1,176.944236
-5687.179469,1,176.99407
-1115.280953,1,177.040976
-2632.12847,1,177.088817
-7406.179016,1,177.137696
-1073.396743,1,177.18456
-10274.41983,1,177.233429
-2426.263988,1,177.28529
-94.561016,1,177.339153
-6860.91876,1,177.40497
-8175.838605,1,177.465841
-5243.847748,1,177.5197
-1666.76381,1,177.57053
-1727.892614,1,177.620395
-4061.122238,1,177.673253
-2743.680726,1,177.725115
-724.982066,1,177.778008
-99.386157,1,177.83183
-1332.706513,1,177.884724
-27.289094,1,177.937549
-8362.659487,1,177.989408
-930.454344,1,178.039275
-3873.116724,1,178.087147
-6134.767357,1,178.139013
-9801.30007,1,178.193894
-1010.229102,1,178.247718
-1645.711748,1,178.298614
-6242.734509,1,178.352438
-5718.840997,1,178.401336
-4518.47843,1,178.448027
-361.057472,1,178.494902
-3901.68597,1,178.538766
-48.036345,1,178.582668
-1184.187838,1,178.629543
-2900.808531,1,178.678385
-3081.479908,1,178.726285
-1870.634471,1,178.76908
-7.081262,1,178.808012
-5349.617789,1,178.844912
-2143.071405,1,178.8878
-4679.59681,1,178.93564
-597.65712,1,178.979522
-2233.083228,1,179.026398
-4576.934414,1,179.072275
-436.775585,1,179.121145
-35.346742,1,179.169018
-21.545282,1,179.213895
-8252.69437,1,179.257809
-6399.086457,1,179.304654
-8660.077313,1,179.347538
-3420.744453,1,179.392449
-11348.87349,1,179.438297
-1452.817345,1,179.483207
-3516.269678,1,179.530051
-4990.112445,1,179.572966
-5652.560544,1,179.616819
-7996.637924,1,179.662696
-8008.643104,1,179.707609
-5032.225783,1,179.75445
-536.388084,1,179.799332
-5935.861191,1,179.843213
-8067.961879,1,179.88613
-1095.554437,1,179.931976
-6047.915117,1,179.977852
-1450.211896,1,180.023731
-4905.138443,1,180.067614
-4800.057552,1,180.112494
-5469.706937,1,180.157406
-3928.451193,1,180.203287
-6905.677317,1,180.249128
-2728.886972,1,180.295006
-988.910258,1,180.336892
-191.789258,1,180.376786
-6537.51197,1,180.420668
-14970.402301,1,180.465549
-4550.412892,1,180.509466
-6240.619663,1,180.556339
-478.820914,1,180.602216
-2740.148837,1,180.647063
-4645.309402,1,180.69294
-5364.660435,1,180.73885
-335.916305,1,180.78473
-92.900448,1,180.833565
-4708.455814,1,180.877478
-2385.118255,1,180.922361
-1264.741271,1,180.965244
-8107.930774,1,181.011123
-1628.433559,1,181.056967
-2196.078814,1,181.101848
-1149.730564,1,181.147725
-2305.391977,1,181.1946
-184.377718,1,181.238483
-10699.419044,1,181.282398
-840.272415,1,181.32528
-1389.936109,1,181.365175
-6737.485324,1,181.411052
-23.208453,1,181.456898
-6.108396,1,181.503804
-6395.949732,1,181.551646
-2342.374092,1,181.597553
-1817.321113,1,181.645396
-2680.503225,1,181.689308
-3828.416936,1,181.731165
-8021.771963,1,181.775079
-3597.563285,1,181.818961
-59.910101,1,181.870367
-128.1205,1,181.915277
-8442.470873,1,181.960125
-2484.571268,1,182.006003
-7333.16783,1,182.048888
-742.778266,1,182.093799
-8004.145772,1,182.139647
-8207.078759,1,182.185522
-1108.691401,1,182.230402
-8688.332038,1,182.274285
-4334.145831,1,182.318198
-2498.570557,1,182.363078
-110.366653,1,182.408925
-7999.703729,1,182.453806
-11991.651018,1,182.496691
-10912.937313,1,182.538609
-4214.699757,1,182.58246
-2206.790726,1,182.62734
-43.013089,1,182.673219
-1406.785927,1,182.718098
-6739.743548,1,182.764008
-1118.47421,1,182.809853
-2222.646235,1,182.85573
-595.406292,1,182.901608
-8686.451098,1,182.946521
-5047.497644,1,182.988375
-13444.735492,1,183.029266
-227.257259,1,183.072152
-1918.107259,1,183.116065
-7283.963657,1,183.161945
-1507.799103,1,183.20782
-1657.573476,1,183.253666
-2621.316851,1,183.296582
-18.779779,1,183.341432
-6703.685723,1,183.386343
-6342.350678,1,183.432189
-8988.592933,1,183.477068
-6219.144609,1,183.521981
-1716.722273,1,183.566829
-17.554005,1,183.611745
-3263.683457,1,183.657587
-1487.232226,1,183.703464
-2996.597207,1,183.749341
-5246.652425,1,183.795218
-109.338029,1,183.837135
-2535.340724,1,183.879007
-1795.403264,1,183.923875
-1151.10656,1,183.966789
-9398.986373,1,184.008647
-1247.138592,1,184.051534
-5065.523523,1,184.096413
-2213.380039,1,184.142321
-327.752158,1,184.191199
-42.926444,1,184.237069
-6257.313203,1,184.282946
-8518.322903,1,184.32979
-8861.517025,1,184.374702
-2474.973054,1,184.418582
-7031.786814,1,184.466424
-2807.222908,1,184.510339
-6680.432459,1,184.554188
-1205.565564,1,184.599068
-4670.342855,1,184.644946
-1279.784578,1,184.688862
-9831.464179,1,184.733709
-777.316348,1,184.779624
-3914.137144,1,184.825495
-4217.955502,1,184.871343
-8382.283143,1,184.916252
-3772.051593,1,184.962129
-1323.826961,1,185.005017
-6614.373937,1,185.046904
-3684.311375,1,185.087762
-785.533858,1,185.128653
-5.902653,1,185.172536
-1934.004099,1,185.218413
-5213.200646,1,185.266285
-1266.050094,1,185.313192
-424.323456,1,185.360034
-4085.875405,1,185.404945
-2093.126078,1,185.451789
-143.88678,1,185.49268
-7894.915915,1,185.532573
-2213.784231,1,185.578454
-992.812997,1,185.624328
-7161.569875,1,185.669207
-13928.872601,1,185.715085
-4043.986214,1,185.758999
-373.932831,1,185.804845
-4700.761403,1,185.847732
-720.934554,1,185.889717
-7530.880955,1,185.93061
-1198.774085,1,185.974464
-1783.254874,1,186.019341
-1226.424729,1,186.06525
-800.085468,1,186.111096
-319.450357,1,186.156978
-7266.435657,1,186.205843
-3291.382491,1,186.24875
-2553.704752,1,186.293641
-927.336068,1,186.337517
-545.115537,1,186.378381
-8924.755718,1,186.420302
-3323.478108,1,186.465182
-3161.503208,1,186.525988
-3273.058604,1,186.568903
-5084.745693,1,186.611789
-6815.641827,1,186.663619
-205.958172,1,186.709496
-4359.070819,1,186.753411
-6915.830952,1,186.798259
-5656.615647,1,186.842143
-6493.690017,1,186.887053
-7444.504092,1,186.93293
-7671.12614,1,186.977779
-4546.541736,1,187.02266
-6668.784677,1,187.068568
-1637.937632,1,187.114413
-627.222422,1,187.158296
-5979.859989,1,187.2062
-186.883368,1,187.253043
-5802.085992,1,187.297924
-389.040435,1,187.341806
-5797.605462,1,187.384792
-7993.743584,1,187.429675
-2950.455826,1,187.477512
-2655.588369,1,187.523471
-3584.72305,1,187.56835
-1417.513127,1,187.614229
-1887.959185,1,187.659079
-5571.008961,1,187.70296
-3619.060426,1,187.746846
-2157.732737,1,187.79272
-9317.178472,1,187.837599
-3788.962479,1,187.881523
-7733.821622,1,187.926363
-3219.693996,1,187.971242
-2508.229299,1,188.017121
-8378.466133,1,188.062997
-6.118628,1,188.108905
-3411.18879,1,188.150763
-367.227857,1,188.19265
-267.692512,1,188.236563
-1753.69373,1,188.281415
-1766.065893,1,188.326292
-4052.140978,1,188.368214
-4810.602576,1,188.414089
-707.138746,1,188.45797
-5.932655,1,188.500826
-12.006163,1,188.543711
-6270.934064,1,188.587626
-7854.808513,1,188.633472
-1574.794497,1,188.685334
-4102.689537,1,188.728218
-7.050064,1,188.772102
-135.914907,1,188.813988
-694.518874,1,188.856874
-4682.204151,1,188.900757
-945.780428,1,188.945667
-7847.426106,1,188.989519
-3056.437754,1,189.035398
-6429.12334,1,189.080308
-12668.219361,1,189.126153
-2416.204257,1,189.171066
-8073.29746,1,189.215914
-1830.02592,1,189.261797
-9410.689368,1,189.306704
-9283.066625,1,189.352579
-10050.018706,1,189.398458
-6267.349805,1,189.442309
-361.423201,1,189.486192
-7362.460805,1,189.531072
-138.413337,1,189.575951
-629.780173,1,189.617839
-224.839837,1,189.661753
-5625.673708,1,189.70763
-6563.788605,1,189.75248
-7737.335863,1,189.796396
-6807.212077,1,189.843237
-14383.683133,1,189.888117
-2971.72982,1,189.931999
-4404.432566,1,189.975914
-3322.904288,1,190.018798
-12.298363,1,190.060665
-6580.220107,1,190.105567
-2735.691148,1,190.151413
-3689.774664,1,190.197324
-4372.832479,1,190.243169
-2683.091293,1,190.289044
-1074.851897,1,190.334922
-7567.589306,1,190.3808
-8608.209755,1,190.425679
-480.39397,1,190.472553
-2215.283565,1,190.515474
-6273.493394,1,190.558324
-2986.301707,1,190.604207
-256.079859,1,190.65008
-2472.206427,1,190.693
-774.731772,1,190.73588
-2055.896901,1,190.779733
-2280.563113,1,190.825611
-3531.50926,1,190.867528
-16.32663,1,190.917407
-10238.984132,1,190.9573
-4368.645641,1,191.002181
-21.907083,1,191.048059
-8574.539044,1,191.093905
-79.915742,1,191.137787
-95.949681,1,191.180704
-475.479457,1,191.22655
-1340.204531,1,191.269469
-863.903115,1,191.310356
-296.186536,1,191.363215
-6415.218881,1,191.406073
-4375.084976,1,191.449952
-5187.550839,1,191.490843
-1110.754851,1,191.535723
-7233.872352,1,191.581602
-236.305416,1,191.62751
-3670.997063,1,191.676348
-5826.921701,1,191.722225
-7639.411984,1,191.765139
-3075.928958,1,191.806999
-5589.719715,1,191.849883
-2869.076568,1,191.894795
-693.45424,1,191.940641
-2415.948994,1,191.985539
-1902.137027,1,192.029403
-5385.423447,1,192.074284
-3133.774436,1,192.120161
-3011.042479,1,192.16607
-1315.620421,1,192.215921
-2698.425859,1,192.257797
-5400.829626,1,192.300709
-2323.505713,1,192.346556
-1262.329036,1,192.390438
-5119.476725,1,192.436316
-4129.804019,1,192.4792
-4114.498432,1,192.524081
-320.216485,1,192.569958
-2857.926549,1,192.613842
-5398.062027,1,192.655729
-3277.290476,1,192.698645
-5.749194,1,192.743526
-1433.571616,1,192.79037
-764.607743,1,192.833255
-7844.473794,1,192.871946
-6966.29092,1,192.911863
-1284.134735,1,192.95675
-2603.969424,1,193.001631
-9361.021863,1,193.047476
-4726.894197,1,193.0914
-5.899565,1,193.138234
-3599.633738,1,193.184143
-9951.999534,1,193.230018
